https://www.olx.in/item/studio-fully-furnished-flat-for-rent-at-thondayad-bypass-iid-1639834484,Studio fully furnished flat for rent at Thondayad bypass,1639834484,"['Home', 'Properties', 'For Rent: Houses & Apartments', 'For Rent: Houses & Apartments in Kerala', 'For Rent: Houses & Apartments in Kozhikode', 'For Rent: Houses & Apartments in Thondayad', 'Studio fully furnished flat for rent at Thondayad bypass']","{'amount': '19000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/0pimvkqdew201-IN/image;s=850x0,Studio fully furnished flat for rent at Thondayad bypass,"Thondayad, Kozhikode, Kerala",FAISAL,Apartments,1,1
https://www.olx.in/item/3bhk-furnished-flat-for-rent-at-thonadayad-calicut-sr-iid-1766431379,"3Bhk Furnished Flat For Rent at Thonadayad, Calicut (SR)",1766431379,"['Home', 'Properties', 'For Rent: Houses & Apartments', 'For Rent: Houses & Apartments in Kerala', 'For Rent: Houses & Apartments in Kozhikode', 'For Rent: Houses & Apartments in Thondayad', '3Bhk Furnished Flat For Rent at Thonadayad, Calicut (SR)']","{'amount': '45000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/29ki9hj9imwt2-IN/image;s=850x0,"Are you looking for a Branded Flat ?
Here it is !
3Bhk Furnished Flat Available For Rent ,
1804 sq.ft Furnished Flat for Rent at Thondayad ,Calicut
Total Rent : 45,000/-
It hosts all the amenities and all the facilities are nearby the city.
*Panniker Road, 3bhk ,1600sq.ft , Semi, 25000/-
* Erahipalam ,2bhk,1200sq.ft , Furnished 27000/-
* Erahipalam , 3bhk, 1600sq.ft, semi, 23000/-
*Thondayad, 3bhk, 2000sq.ft , semi, 45000/-
* kottuli ,2bhk , 1000sq.ft,semi , 23000/-
*calicut Beach , 3bhk, 1600sq.ft,26000/-
* YMC , 1bhk, 700sq.ft semi,25000/-
* methoott Thazham 2bhk 800sq.ft semi , 16500/-
*pottammal, 3bhk , furnshed,25000/-
* East Hill, 3Bhk, Semi Furbished,23000/-
""Note : Image shown are only for business purpose , actual building / Land may differ.""
For More details, Contact:
Big Deals Realtors
4th Floor , Hilite Business Park , Palazhy - Calicut -
About Us :
Big Deals is Kerala’s No 1 real Estate Firm started in 2008 by a group of Professionals .Presently we have 8 branches in Kerala and an overseas branch at UAE , Our vast database of properties make it easier for our customers to get their dream property they deserve . Our specialized and trained relationship officers work tirelessly to find your dream property and negotiate the deal to arrive at the best possible value.
We are Executive Member of National Association of Realtors and Calicut Realtors Association – India with tie up of 43 associations across India and UAE.
We Provide the following Specialised Features :
* Hassle free Documentation
* Maintenance care –fixing of Electrical, Plumbing and Carpentry faults before handing over of the property
* Ensure Owner Dues Settlement – Association dues , Electricity , Water and Gas connection dues , land and property taxes etc","Thondayad, Kozhikode, Kerala",Big Deals,Apartments,3,3
https://www.olx.in/item/2bhk-new-house-rent-in-malaparamba-aparaments-iid-1764943539,2BHK  new house rent in malaparamba (aparaments),1764943539,"['Home', 'Properties', 'For Rent: Houses & Apartments', 'For Rent: Houses & Apartments in Kerala', 'For Rent: Houses & Apartments in Kozhikode', 'For Rent: Houses & Apartments in Malaparamba', '2BHK  new house rent in malaparamba (aparaments)']","{'amount': '12600', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/zx962zupechm3-IN/image;s=850x0,"20metre from wayanad road , well water available, 2attached bathroom, location behind the cristain Church paropadi,from 50 metre have busstop, residential area , intrested person contact us","Malaparamba, Kozhikode, Kerala",Smart aparaments,Apartments,2,2
https://www.olx.in/item/house-for-rent-near-hilite-mall-palazhi-iid-1766481287,House for rent near hilite mall palazhi,1766481287,"['Home', 'Properties', 'For Rent: Houses & Apartments', 'For Rent: Houses & Apartments in Kerala', 'For Rent: Houses & Apartments in Kozhikode', 'For Rent: Houses & Apartments in Poovangal', 'House for rent near hilite mall palazhi']","{'amount': '15000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/h4ny92p56hn61-IN/image;s=850x0,"House for rent near hilite mall
2 rooms attached 
Dinning area
Kitchen","Poovangal, Kozhikode, Kerala",Binny,Houses & Villas,2,2
https://www.olx.in/item/3bhk-fully-furnished-duplex-flat-at-kovoor-iid-1764281109,3bhk fully furnished duplex flat at kovoor,1764281109,"['Home', 'Properties', 'For Rent: Houses & Apartments', 'For Rent: Houses & Apartments in Kerala', 'For Rent: Houses & Apartments in Kozhikode', 'For Rent: Houses & Apartments in Kovoor', '3bhk fully furnished duplex flat at kovoor']","{'amount': '30000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/2vbcngd20tts1-IN/image;s=850x0,"3Bhk Furnished flat For Rent At kovoor
◾3 Bhk attached
◾1600 sqft
◾balcony
◾Modular kitchen 
◾bed With cott
◾wardrobs
Aminites
◾security 24 hrs 
◾car parking 
◾water backeup
◾lift
◾party area
◾ power backup
◾Waste mangement
Rent 30000+ mnc
More details
Endless properties
2nd floor kairali complex
Thondayad. Calicut","Kovoor, Kozhikode, Kerala",Endless properties,Apartments,3,3
https://www.olx.in/item/affordable-pg-room-sharing-for-bachelors-only-2500-perhead-2-slot-iid-1766473190,Affordable PG Room Sharing for Bachelors Only ₹2500 Perhead (2 slot),1766473190,"['Home', 'Properties', 'For Rent: Houses & Apartments', 'For Rent: Houses & Apartments in Kerala', 'For Rent: Houses & Apartments in Kozhikode', 'For Rent: Houses & Apartments in Parayanchery', 'Affordable PG Room Sharing for Bachelors Only ₹2500 Perhead (2 slot)']","{'amount': '2500', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/42j65wqhgb6n3-IN/image;s=850x0,"Bellow 24(students,intern)
Features:
- Bed with cot
- 1 bathroom
- No additional bills (water & electricity included)
- 5 minutes to the new bus stand
- Less than 10 minutes to the railway station
-94964
           -44114
-","Parayanchery, Kozhikode, Kerala",OLX User,Houses & Villas,1,2
https://www.olx.in/item/2-bedroom-1-kids-room-iid-1766470736,2 Bedroom + 1 kids room,1766470736,"['Home', 'Properties', 'For Rent: Houses & Apartments', 'For Rent: Houses & Apartments in Kerala', 'For Rent: Houses & Apartments in Kozhikode', 'For Rent: Houses & Apartments in Chevayoor', '2 Bedroom + 1 kids room']","{'amount': '20000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/4tq67nxoryi02-IN/image;s=850x0,"2 floor villa for rent
2 bedroom 1 Kids room
Easy to Access City","Chevayoor, Kozhikode, Kerala",Mohammed Aslam,Houses & Villas,2,2
https://www.olx.in/item/2-bhk-upstairs-of-a-house-for-rent-in-near-thondayad-iid-1760549114,2 bhk UPSTAIRS of a House for RENT in near Thondayad,1760549114,"['Home', 'Properties', 'For Rent: Houses & Apartments', 'For Rent: Houses & Apartments in Kerala', 'For Rent: Houses & Apartments in Kozhikode', 'For Rent: Houses & Apartments in Thondayad', '2 bhk UPSTAIRS of a House for RENT in near Thondayad']","{'amount': '13000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/fl3albatbrqe-IN/image;s=850x0,"2 bhk upstairs of a House for RENT in near Thondayad.
2 bedroom, 2 bathroom, hall, Kitchen, balcony.
Available to families only.
Rent Rs 13000 per month & deposit 6 months rent.
Genuine clients can contact 9,4,4,7,DOUBLE1,4,4,7,1 for details and site visit.
SERVICE CHARGES AS APPLICABLE.","Thondayad, Kozhikode, Kerala","S Kumar, Vaishali properties",Houses & Villas,2,2
https://www.olx.in/item/house-rent-iid-1766465608,House rent,1766465608,"['Home', 'Properties', 'For Rent: Houses & Apartments', 'For Rent: Houses & Apartments in Kerala', 'For Rent: Houses & Apartments in Kozhikode', 'For Rent: Houses & Apartments in Chevayur', 'House rent']","{'amount': '9000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/zk7onzidsqj82-IN/image;s=850x0,Top floor 2BHK with attached bathroom,"Chevayur, Kozhikode, Kerala",Sheeba ,Houses & Villas,1,2
https://www.olx.in/item/5bhk-house-for-rent-at-centre-of-calicut-city-iid-1766465367,5bhk House For rent at centre of calicut city,1766465367,"['Home', 'Properties', 'For Rent: Houses & Apartments', 'For Rent: Houses & Apartments in Kerala', 'For Rent: Houses & Apartments in Kozhikode', 'For Rent: Houses & Apartments in Mananchira', '5bhk House For rent at centre of calicut city']","{'amount': '40000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/w3wyy6rgzphd3-IN/image;s=850x0,"ടൗണിന്റെ നടുവിൽ തന്നെ സുന്ദരമായൊരു ഭവനം.
- 50meters from pavamani road
- car parking
- 4 bedrooms
- 2 common bathrooms
- dining room 
- office room
- well","Mananchira, Kozhikode, Kerala",aswin,Houses & Villas,2,4+
